player_id,match_id,assists,attempt_at_goal,attempt_at_goal_against_on_target,attempt_at_goal_blocked,attempt_at_goal_from_free_kicks,attempt_at_goal_inside_the_penalty_area,attempt_at_goal_inside_the_penalty_area_on_target,attempt_at_goal_off_target,attempt_at_goal_on_target,attempt_at_goal_outside_the_penalty_area,attempt_at_goal_outside_the_penalty_area_on_target,corners,crosses,crosses_completed,direct_free_kicks,direct_red_cards,fouls_against,fouls_for,free_kicks,gk_saves,gk_saves_on_target,goal_kicks,goals,goals_conceded,goals_from_direct_free_kicks,goals_inside_the_penalty_area,goals_outside_the_penalty_area,headed_attempt_at_goal,indirect_free_kicks,indirect_red_cards,matches_played,offsides,own_goals,passes,passes_completed,penalties,penalties_scored,red_cards,substitutions_in,substitutions_out,throw_ins,time_played,yellow_cards,attempt_at_goal_against,attempt_at_goal_from_ball_progression,attempt_at_goal_from_corner,attempt_at_goal_from_cross,attempt_at_goal_from_other,attempt_at_goal_from_pass,attempt_at_goal_from_penalty,attempt_at_goal_from_rebound,attempted_ball_progressions,attempted_switches_of_play,avg_speed,clean_sheets,completed_ball_progressions,completed_switches_of_play,defensive_pressures_applied,direct_defensive_pressures_applied,distance_high_speed_running,distance_high_speed_sprinting,distance_jogging,distance_low_speed_sprinting,distance_walking,distributions_completed_under_pressure,distributions_under_pressure,forced_turnovers,goalkeeper_defensive_actions_inside_penalty_area,goalkeeper_defensive_actions_outside_penalty_area,goalkeeper_save_percentage,goalkeeper_saves,goalkeeper_saves_on_target,goals_conceded_from_attempt_at_goal_against,linebreaks_attempted,linebreaks_attempted_all_lines,linebreaks_attempted_attacking_and_midfield_line,linebreaks_attempted_attacking_line,linebreaks_attempted_attacking_line_completed,linebreaks_attempted_attacking_line_completed_only,linebreaks_attempted_attacking_line_only,linebreaks_attempted_completed,linebreaks_attempted_defensive_line,linebreaks_attempted_defensive_line_completed,linebreaks_attempted_defensive_line_completed_only,linebreaks_attempted_defensive_line_only,linebreaks_attempted_midfield_and_defensive_line,linebreaks_attempted_midfield_line,linebreaks_attempted_midfield_line_completed,linebreaks_attempted_midfield_line_completed_only,linebreaks_attempted_midfield_line_only,linebreaks_attempted_under_pressure,linebreaks_completed_all_lines,linebreaks_completed_attacking_and_midfield_line,linebreaks_completed_midfield_and_defensive_line,linebreaks_completed_under_pressure,number_of_involvements,number_of_possession_sequences,number_of_shot_ending_sequences,offers_to_receive_in_behind,offers_to_receive_in_between,offers_to_receive_in_front,offers_to_receive_inside,offers_to_receive_outside,offers_to_receive_total,received_offers_to_receive,receptions_between_midfield_and_defensive_line,receptions_in_behind,receptions_under_direct_pressure,receptions_under_indirect_pressure,receptions_under_no_pressure,receptions_under_pressure,speed_runs,sprints,take_ons_completed,threat,top_speed,total_distance,xg,attempt_at_goal_from_freekick,team_id,team_name,player_name,player_number,position,birthday
431696,151614,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,45,34,0,0,0,0,0,10,100.3307,0,8,0,0,0,0,1,0,0,1,0,5.980809211730957,0,0,0,18,6,1081.43994140625,370.2900085449219,4089.909912109375,433.47998046875,3996.359375,17,26,4,0,0,0,0,0,0,22,2,0,6,6,4,4,18,5,4,1,1,2,11,8,5,7,7,2,0,1,6,91,46,4,17,9,7,19,14,33,9,7,2,2,9,27,11,95,36,0,0.30512529611587524,34.619014739990234,9971.48046875,0.2935323417186737,0,43899,CAN,Richie LARYEA,22,Defender,1995-01-07T00:00:00Z
433635,151614,0,1,0,0,0,0,0,1,0,1,0,9,9,4,6,0,2,3,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49,42,0,0,0,0,1,0,94.99789999999999,0,8,0,0,0,0,1,0,0,1,1,7.412991523742676,0,0,1,20,2,2542.35009765625,108.01000213623047,4854.77001953125,862.449951171875,3350.919921875,23,29,5,0,0,0,0,0,0,15,1,0,2,2,1,1,11,2,2,1,1,0,11,7,6,10,7,1,0,0,7,113,61,5,12,14,9,22,13,35,12,14,0,1,25,20,26,204,58,0,0.33444973826408386,29.755699157714844,11718.5,0.03608768805861473,0,43899,CAN,Stephen EUSTAQUIO,7,Midfielder,1996-12-21T00:00:00Z
441252,151614,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47,31,0,0,0,0,0,14,100.3307,1,8,0,0,0,1,0,0,0,1,0,6.429714679718018,0,1,0,9,2,1797.41015625,383.57000732421875,4242.9501953125,526.32989501953125,3769.830078125,14,24,1,0,0,0,0,0,0,34,3,3,12,9,4,6,22,5,3,0,1,1,17,10,5,10,19,3,2,0,13,91,49,4,0,9,10,5,14,19,9,8,0,1,11,23,12,145,48,1,0.23527094721794128,33.320960998535156,10720.08984375,0.031043443828821182,0,43899,CAN,Alistair JOHNSTON,2,Defender,1998-10-08T00:00:00Z
441255,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Dayne ST. CLAIR,1,Goalkeeper,1997-05-09T00:00:00Z
441257,151614,0,3,0,1,0,3,1,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,8,0,0,0,0,1,0,64.9969,0,8,0,0,0,2,1,0,0,0,0,6.875603675842285,0,0,0,13,4,1071.0999755859375,205.260009765625,3247.800048828125,314.32000732421875,2594,6,13,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,42,26,3,9,12,0,10,11,21,5,15,5,5,12,5,17,84,32,0,2.4599900245666504,31.7464542388916,7432.4794921875,0.3414022922515869,0,43899,CAN,Jonathan DAVID,10,Forward,2000-01-14T00:00:00Z
441258,151614,0,1,0,1,0,0,0,0,0,1,0,0,1,0,4,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58,49,0,0,0,0,0,0,100.3307,0,8,0,0,0,0,0,0,0,4,0,6.522974491119385,0,3,0,20,4,1443.4298095703125,115.3699951171875,4957.9697265625,436.39007568359375,3922.52001953125,28,39,6,0,0,0,0,0,0,28,0,5,5,3,0,0,18,0,0,0,0,0,23,15,12,18,18,0,3,0,10,131,56,4,1,15,11,19,8,27,7,6,0,3,22,41,25,124,28,2,0.14737598598003387,28.48234748840332,10875.6796875,0.01421848963946104,1,43899,CAN,Ismael KONE,8,Midfielder,2002-06-16T00:00:00Z
441259,151614,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29,19,0,0,0,0,1,4,64.56313333333333,0,8,0,0,0,0,0,0,0,5,0,6.626387119293213,0,3,0,11,6,1023.4600219726562,289.0400085449219,2804.110107421875,464.65997314453125,2529.050048828125,11,18,2,0,0,0,0,0,0,17,1,0,2,1,1,1,8,6,3,2,4,1,9,4,3,7,8,0,0,1,5,67,32,2,18,12,1,9,22,31,10,16,1,1,6,25,7,86,41,2,0.919590175151825,32.834774017333984,7110.3203125,0,0,43899,CAN,Liam MILLAR,11,Midfielder,1999-09-27T00:00:00Z
448390,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Mathieu CHOINIERE,6,Midfielder,1999-02-07T00:00:00Z
448402,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Joel WATERMAN,5,Defender,1996-01-24T00:00:00Z
448411,151614,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,5,0,0,0,1,0,0,35.76756666666667,0,8,0,0,0,0,0,0,0,1,0,6.815361499786377,0,0,0,4,2,515.239990234375,181.6999969482422,1679.6199951171875,227.2100067138672,1441.699951171875,2,5,0,0,0,0,0,0,0,8,1,1,2,1,0,0,4,3,1,0,1,1,3,2,0,0,6,0,1,1,2,20,11,3,9,9,0,6,12,18,5,4,1,0,4,8,4,46,20,0,1.0647526979446411,31.62207794189453,4045.4697265625,0,NA,43899,CAN,Jacob SHAFFELBURG,14,Midfielder,1999-11-26T00:00:00Z
463817,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Owen GOODMAN,18,Goalkeeper,2003-11-27T00:00:00Z
466585,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Moise BOMBITO,15,Defender,2000-03-30T00:00:00Z
466687,151614,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,11,0,0,0,1,0,1,35.44316666666667,0,8,0,0,0,0,0,0,0,4,0,6.636941432952881,0,2,0,17,2,556.75,75.62999725341797,1433.9200439453125,312.4800109863281,1524.27001953125,10,18,3,0,0,0,0,0,0,8,1,0,1,0,0,0,2,2,0,0,1,0,5,2,2,4,6,0,0,0,2,40,20,2,5,9,3,6,11,17,7,9,1,0,7,13,7,47,26,1,0.6855405569076538,26.581340789794922,3903.0498046875,0,NA,43899,CAN,Ali AHMED,20,Forward,2000-10-10T00:00:00Z
480322,151614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,4,4,0,0,3,0,1,0,0,0,0,0,0,1,0,0,43,38,0,0,0,0,0,0,100.3307,1,8,0,0,0,0,0,0,0,2,1,6.223437786102295,0,2,0,7,3,1312.449951171875,145.36000061035156,4713.8896484375,609.94000244140625,3594.68994140625,8,13,4,0,0,0,0,0,0,12,1,1,5,3,2,3,6,2,0,0,1,0,5,3,2,3,6,0,1,0,3,86,39,4,3,1,6,4,6,10,5,1,1,1,6,34,7,125,38,0,0.33524733781814575,31.613195419311523,10376.330078125,0,NA,43899,CAN,Luc DE FOUGEROLLES,4,Defender,2005-10-12T00:00:00Z
485064,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Niko SIGUR,23,Defender,2003-09-09T00:00:00Z
486929,151614,0,2,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,13,6,0,0,0,0,1,0,80.08003333333332,0,8,0,0,1,0,1,0,0,3,1,5.887497901916504,0,3,1,20,2,1050.530029296875,299.6099853515625,2887.10009765625,459.79998779296875,3147.580078125,8,19,4,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,1,1,2,0,4,1,1,4,6,0,0,0,2,44,25,2,36,12,0,41,7,48,8,17,1,6,15,1,21,89,42,2,3.270620584487915,33.42258834838867,7844.6201171875,0.3795888423919678,0,43899,CAN,Tani OLUWASEYI,12,Forward,2000-05-15T00:00:00Z
493970,151614,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,35.3338,0,8,0,0,0,1,0,0,0,0,0,5.284112930297852,0,0,0,3,0,284.510009765625,29.790000915527344,994.3800048828125,112.83999633789062,1676.39990234375,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,11,6,2,2,2,0,4,0,4,1,5,0,3,3,0,6,26,9,0,3.3566324710845947,29.960079193115234,3097.919921875,0.02048644796013832,0,43899,CAN,Promise DAVID,24,Forward,2001-07-03T00:00:00Z
514070,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43899,CAN,Alfie JONES,3,Defender,1997-10-07T00:00:00Z
300409,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Edin DZEKO,11,Forward,1986-03-17T00:00:00Z
372436,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,10,0,0,0,1,0,0,22.435883333333337,0,13,0,0,0,0,0,0,0,1,0,6.806602954864502,0,1,0,6,0,443.9100036621094,30.059999465942383,1115.3199462890625,107.97000885009766,828.8800048828125,7,9,2,0,0,0,0,0,0,6,0,1,1,0,0,0,3,0,0,0,0,0,5,3,3,4,4,0,0,0,2,28,12,0,0,3,5,5,3,8,3,1,0,0,4,9,4,37,10,0,0.011550048366189003,26.517723083496094,2526.139892578125,0,NA,44037,BIH,Ivan SUNJIC,14,Midfielder,1996-10-09T00:00:00Z
376230,151614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32,21,0,0,0,0,1,8,87.66864999999999,0,13,0,0,0,0,0,0,0,1,0,6.147090435028076,0,0,0,13,6,869.69000244140625,259.010009765625,3618.759765625,442.3999938964844,3777.760009765625,16,25,2,0,0,0,0,0,0,17,2,1,8,7,5,5,13,2,1,0,0,0,7,5,3,4,13,1,1,0,9,68,36,0,1,2,3,2,4,6,5,4,0,0,20,6,20,77,32,0,0.025284266099333763,31.961666107177734,8967.6201171875,0,0,44037,BIH,Sead KOLASINAC,5,Defender,1993-06-20T00:00:00Z
389886,151614,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,1,12.662049999999994,0,13,0,0,0,1,0,0,0,0,0,6.493499755859375,0,0,0,5,0,160.1300048828125,15.649999618530273,631.83001708984375,37.93999481201172,506.48004150390625,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,3,2,0,0,0,2,7,3,1,0,1,1,0,2,2,1,0,0,1,2,0,3,15,3,0,0.019649017602205276,26.655254364013672,1352.030029296875,0.015661107376217842,0,44037,BIH,Dzenis BURNIC,17,Midfielder,1998-05-22T00:00:00Z
430194,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Dennis HADZIKADUNIC,3,Defender,1998-07-09T00:00:00Z
430196,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Amir HADZIAHMETOVIC,16,Midfielder,1997-03-08T00:00:00Z
436743,151614,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,10,0,0,0,0,0,0,100.3307,1,13,0,0,0,0,1,0,0,2,0,6.071959018707275,0,0,0,27,3,1068.6099853515625,214.35000610351562,3826.760009765625,640.9100341796875,4373.150390625,9,15,7,0,0,0,0,0,0,5,1,0,1,0,0,0,2,2,1,1,1,0,2,1,1,1,5,0,0,0,2,41,24,1,6,5,0,7,4,11,0,14,2,6,11,2,17,91,43,0,1.6750797033309937,32.988956451416016,10123.7802734375,0.014154685661196709,0,44037,BIH,Ermedin DEMIROVIC,10,Forward,1998-03-25T00:00:00Z
464566,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,6,0,0,0,0,1,0,77.89481666666666,0,13,0,0,0,0,0,0,0,5,0,6.636331081390381,0,1,0,17,1,941.81011962890625,328.53997802734375,3844.56982421875,413.260009765625,3073.109619140625,7,19,5,0,0,0,0,0,0,5,0,1,3,0,0,2,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,39,23,0,10,12,1,11,12,23,7,8,3,4,12,6,16,87,36,1,0.484789103269577,34.79839324951172,8601.2900390625,0,NA,44037,BIH,Esmir BAJRAKTAREVIC,20,Forward,2005-03-10T00:00:00Z
482969,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Nihad MUJAKIC,2,Defender,1998-04-15T00:00:00Z
482974,151614,0,0,0,0,0,0,0,0,0,0,0,2,5,5,4,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22,18,0,0,0,0,1,0,65.28998333333332,0,13,0,0,0,0,0,0,0,1,0,6.432953357696533,0,1,0,11,4,938.3399658203125,137.57000732421875,3255.9501953125,279.7799987792969,2373.18017578125,15,18,2,0,0,0,0,0,0,15,1,0,1,1,0,0,12,2,1,0,0,1,12,10,9,10,9,1,0,0,8,55,28,4,1,5,3,6,3,9,4,2,0,1,11,10,12,82,24,1,0.01843380741775036,31.24757194519043,6984.8203125,0,0,44037,BIH,Ivan BASIC,13,Midfielder,2002-04-30T00:00:00Z
482976,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31,23,0,0,0,0,0,16,100.3307,0,13,0,0,0,0,0,0,0,2,0,5.712937355041504,0,2,0,24,3,982.07000732421875,173.6899871826172,3992.530029296875,408.92999267578125,3967.8701171875,9,14,6,0,0,0,0,0,0,16,0,2,9,6,5,7,11,0,0,0,0,0,7,5,4,5,3,0,1,0,3,53,31,1,1,0,0,1,0,1,0,0,0,1,5,12,6,94,35,1,0.018092654645442963,32.522708892822266,9525.08984375,0,NA,44037,BIH,Amar DEDIC,7,Defender,2002-08-18T00:00:00Z
482978,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,8,0,1,0,0,0,0,1,0,1,0,0,33,14,0,0,0,0,0,0,100.3307,0,13,0,0,0,0,0,0,0,0,0,3.1778862476348877,0,0,0,0,0,78.81999969482422,11.279999732971191,1201.1600341796875,17.270000457763672,3990.000244140625,1,3,0,28,20,0.6666666865348816,2,2,0,29,0,9,14,1,1,5,4,0,0,0,0,0,15,3,3,6,2,0,0,0,0,54,37,1,0,0,3,1,2,3,3,0,0,0,0,15,0,8,2,0,0.016880694776773453,26.346458435058594,5298.52978515625,0,NA,44037,BIH,Nikola VASILJ,1,Goalkeeper,1995-12-02T00:00:00Z
482984,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Haris TABAKOVIC,23,Forward,1994-06-20T00:00:00Z
483966,151614,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22,16,0,0,0,0,0,0,100.3307,0,13,0,0,0,1,0,0,0,0,0,6.5441789627075195,0,0,0,28,1,1723.1800537109375,76.47999572753906,4375.97998046875,595.80999755859375,4139.580078125,13,19,5,0,0,0,0,0,0,10,1,0,2,0,0,1,3,1,0,0,0,0,7,3,3,6,8,0,0,0,3,58,31,1,0,17,4,20,1,21,10,6,0,3,15,11,18,143,35,0,0.07992127537727356,28.4453125,10911.029296875,0.014746456407010555,0,44037,BIH,Benjamin TAHIROVIC,6,Midfielder,2003-03-03T00:00:00Z
484022,151614,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,30,24,0,0,0,0,0,0,100.3307,0,13,0,1,0,0,0,0,0,1,1,5.892256736755371,0,1,1,6,2,1112.199951171875,120.95999145507812,4176.8798828125,328.3599853515625,4085.510009765625,12,15,4,0,0,0,0,0,0,12,0,3,5,3,1,2,8,0,0,0,0,0,7,5,3,4,7,0,2,0,6,72,33,1,0,0,1,1,0,1,1,1,0,2,4,24,6,87,24,1,0.09305503964424133,30.73736572265625,9823.91015625,0.11565068364143372,0,44037,BIH,Tarik MUHAREMOVIC,4,Defender,2003-02-28T00:00:00Z
485063,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,0,0,0,1,0,0,35.03526666666666,0,13,0,0,0,0,0,0,0,3,0,6.283080101013184,0,1,0,6,2,437.54998779296875,124.5199966430664,1428.8699951171875,213.36000061035156,1445.5899658203125,3,7,2,0,0,0,0,0,0,5,1,0,1,0,0,0,0,3,0,0,2,0,1,0,0,0,5,0,0,0,0,17,12,0,1,2,0,2,1,3,0,8,0,4,4,2,8,28,13,1,2.0151617527008057,29.779834747314453,3649.889892578125,0,NA,44037,BIH,Samed BAZDAR,9,Forward,2004-01-31T00:00:00Z
489520,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22,15,0,0,0,0,0,0,100.3307,1,13,0,0,0,0,0,0,0,0,0,5.968038558959961,0,0,0,13,8,1286.02001953125,149.3300018310547,3905.489990234375,422.82000732421875,4186.73974609375,8,15,8,0,0,0,0,0,0,14,1,3,8,4,4,4,5,1,0,0,0,0,5,1,1,1,12,0,0,0,3,46,22,0,0,0,2,0,2,2,2,3,0,2,11,6,13,111,39,0,0.04081482067704201,30.296405792236328,9950.400390625,0,NA,44037,BIH,Nikola KATIC,18,Defender,1996-10-10T00:00:00Z
489521,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Stjepan RADELJIC,21,Defender,1997-09-05T00:00:00Z
489523,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,13,0,0,0,1,0,0,35.04071666666667,0,13,0,0,0,0,0,0,0,1,1,6.877287864685059,0,0,0,11,3,544.280029296875,134.97999572753906,1640.7000732421875,317.9599914550781,1360.4000244140625,8,10,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,6,4,4,6,4,0,0,0,3,36,20,0,2,5,5,7,5,12,6,1,0,1,9,8,10,45,22,0,0.12309685349464417,29.529722213745117,3998.320068359375,0,NA,44037,BIH,Armin GIGOVIC,8,Midfielder,2002-04-06T00:00:00Z
491228,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44037,BIH,Martin ZLOMISLIC,22,Goalkeeper,1998-08-16T00:00:00Z
